NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,NARRATIVE,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
811868,10027537,3/4/2010 12:00:00 AM,UNK,THEFT,BICYCLE,3/5/2010 7:17:07 AM,5300 B/O WISCONSIN AVE NW,NO NARRATIVE IS AVAILABLE.,38.95991230101780,-77.085288045686,WASHINGTON,DC,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,NONE
811871,10027609,3/4/2010 12:00:00 AM,UNK,ROBBERY,F&V,3/5/2010 7:17:07 AM,1200 B/O SUMNER RD SE,NO NARRATIVE IS AVAILABLE.,38.86050570414810,-76.99714028580730,WASHINGTON,DC,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
811893,10027642,3/4/2010 12:00:00 AM,UNK,THEFT,2,3/5/2010 7:17:07 AM,3000 B/O PORTER ST NW,NO NARRATIVE IS AVAILABLE.,38.93730469107170,-77.06375038609570,WASHINGTON,DC,3,3C,3C05,SECOND,204,15,NONE,NONE,NONE,NONE
811916,10027505,3/4/2010 12:00:00 AM,UNK,BURGLARY,2,3/5/2010 7:17:07 AM,4200 B/O 10TH ST NE,NO NARRATIVE IS AVAILABLE.,38.94099047182110,-76.99264150510320,WASHINGTON,DC,5,5A,5A05,FOURTH,405,20,NONE,NONE,NONE,NONE
811967,10027672,3/4/2010 12:00:00 AM,UNK,ROBBERY,F&V,3/5/2010 7:17:07 AM,300 B/O 8TH ST SE,NO NARRATIVE IS AVAILABLE.,38.88528864291850,-76.994964371044,WASHINGTON,DC,6,6B,6B05,FIRST,106,26,NONE,NONE,NONE,NONE
811977,10027540,3/4/2010 12:00:00 AM,UNK,THEFT,BICYCLE,3/5/2010 7:17:07 AM,3400 B/O GEORGIA AVE NW,NO NARRATIVE IS AVAILABLE.,38.93245582657740,-77.02375773401670,WASHINGTON,DC,1,1A,1A09,THIRD,302,2,NONE,NONE,NONE,NONE
811991,10027692,3/4/2010 12:00:00 AM,UNK,THEFT,BICYCLE,3/5/2010 7:17:07 AM,1500 B/O 14TH ST NW,NO NARRATIVE IS AVAILABLE.,38.91036186872750,-77.03192159218520,WASHINGTON,DC,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
811992,10027710,3/4/2010 12:00:00 AM,UNK,ROBBERY,GUN,3/5/2010 7:17:07 AM,19TH ST SE & A ST SE,NO NARRATIVE IS AVAILABLE.,38.88867098579490,-76.97725894804110,WASHINGTON,DC,6,6B,6B10,FIRST,107,26,NONE,NONE,NONE,NONE
811996,10027621,3/4/2010 12:00:00 AM,UNK,THEFT F/AUTO,2,3/5/2010 7:17:07 AM,HAREWOOD RD NE & TAYLOR ST NE,NO NARRATIVE IS AVAILABLE.,38.94074317448830,-77.00298302471420,WASHINGTON,DC,5,5C,5C12,FOURTH,405,19,NONE,NONE,NONE,NONE
811998,10027733,3/4/2010 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,3/5/2010 7:17:07 AM,100 B/O 12TH ST NE,NO NARRATIVE IS AVAILABLE.,38.89119406742080,-76.99024583115480,WASHINGTON,DC,6,6A,6A03,FIRST,103,26,NONE,NONE,NONE,NONE
812004,10027727,3/4/2010 12:00:00 AM,UNK,THEFT,2,3/5/2010 7:17:07 AM,2400 B/O 15TH PL SE,NO NARRATIVE IS AVAILABLE.,38.85450382608580,-76.98284222139160,WASHINGTON,DC,8,8B,8B04,SEVENTH,701,37,NONE,NONE,NONE,NONE
812010,10027717,3/4/2010 12:00:00 AM,UNK,THEFT,2,3/5/2010 7:17:07 AM,3400 B/O EADS ST NE,NO NARRATIVE IS AVAILABLE.,38.89545776163720,-76.95615458820260,WASHINGTON,DC,7,7D,7D04,SIXTH,603,32,NONE,NONE,NONE,NONE
812024,10027753,3/4/2010 12:00:00 AM,UNK,ROBBERY,GUN,3/5/2010 7:17:07 AM,2000 B/O 4TH ST NE,NO NARRATIVE IS AVAILABLE.,38.91755051641190,-77.00056898425320,WASHINGTON,DC,5,5C,5C05,FIFTH,501,21,NONE,NONE,NONE,NONE
812029,10027743,3/4/2010 12:00:00 AM,UNK,BURGLARY,2,3/5/2010 7:17:07 AM,3RD ST NE & HAMILTON ST NE,NO NARRATIVE IS AVAILABLE.,38.95300829640760,-77.00117577882850,WASHINGTON,DC,5,5A,5A01,FOURTH,405,19,NONE,NONE,NONE,NONE
812031,10027762,3/4/2010 12:00:00 AM,UNK,THEFT F/AUTO,2,3/5/2010 7:17:07 AM,1100 B/O 9TH ST NE,NO NARRATIVE IS AVAILABLE.,38.90400053944940,-76.99375713346540,WASHINGTON,DC,6,NONE,6A01,FIRST,102,25,NONE,NONE,NONE,NONE
812037,10027784,3/4/2010 12:00:00 AM,UNK,THEFT,2,3/5/2010 7:17:07 AM,1300 B/O 12TH ST NW,NO NARRATIVE IS AVAILABLE.,38.90790807954240,-77.02808759323730,WASHINGTON,DC,2,2F,2F04,THIRD,307,7,NONE,NONE,NONE,NONE
